Transect,Species,Elev,Tree,Core,TreeID,Tag,Path identification,Site identification,YearLastRing,Sapwood,Tree height,Tree age,SectionHeight,User variable,RingCount,DataType,OffsetToNext,ImageName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSizeH V NBits Channel,CalibMethod XCal YCal EditedDendro,ScannerCamera Make Model Software,LensFocLength [35mm],PathBegX BegY EndX EndY Width,RingBoundary AutoMan Meth Precise,EarlywoodDef,DensActive Media Calib,DensNSteps MatDens Interpol SampleThick,DensStepsThick,DensStepsLightInt,DensStepsWoodDens,DiskArea,DiskPerim,DiskAvgDiam,DiskFormCoef,CompWoodArea,VoidArea,PathLength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,08C,B,08C-B,MT-TSHE-H-08C-B,,,2013,0,0,0,0,0,86,RINGWIDTH,1,NotAFile,2/7/14 16:51,                   ,,1752 8585 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1525.0000 6269.0000 1443.0000 447.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,123.2139,0.64,0.612,0.654,0.782,0.633,0.527,0.78,0.759,0.74,0.634,0.633,0.633,0.713,0.895,1.043,1.004,0.92,1.144,1.27,2.078,1.265,1.359,1.645,1.035,0.846,1.354,1.375,1.693,1.143,1.502,1.587,1.247,1.539,1.436,1.16,1.371,1.046,1.006,0.912,0.991,1.129,1.358,1.558,1.178,0.994,1.14,1.258,1.783,1.348,1.368,1.101,0.936,1.354,1.394,1.604,1.666,2.353,1.573,2.011,1.701,2.1,2.132,1.882,2.087,2.727,2.695,1.932,2.086,2.142,1.654,2.143,2.551,2.073,1.992,1.963,1.612,1.123,0.258,0.423,0.981,0.939,0.824,1.28,1.911,1.798,0.384,,,,,,,,,,,,,,,,,,
MT,TSHE,H,08N,A,08N-A,MT-TSHE-H-08N-A,,,2013,0,0,0,0,0,88,RINGWIDTH,1,NotAFile,2/7/14 17:07,                   ,,1831 9727 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],170.0000 7776.0000 165.0000 925.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,144.9768,2.086,1.005,1.374,1.841,2.03,2.005,1.414,2.475,2.642,2.452,2.07,2.608,2.216,2.492,2.269,2.563,3.655,3.044,2.41,2.116,2.306,2.052,2.116,1.692,2.073,1.587,2.644,2.605,2.237,1.926,2.476,3.033,1.752,1.732,1.806,1.367,1.659,1.385,1.501,0.906,0.764,0.961,1.036,1.199,1.117,1.788,2.068,0.855,0.919,0.62,0.775,0.822,0.495,0.784,0.951,0.997,1.03,1.339,1.085,2.57,1.726,1.835,3.032,1.89,1.822,2.5,2.585,1.965,1.314,1.259,1.246,1.389,1.174,1.088,0.872,1.152,0.913,0.737,0.37,0.29,0.18,0.875,0.298,0.917,0.401,0.216,0.201,0.247,,,,,,,,,,,,,,,,
MT,TSHE,H,08N,b,08N-b,MT-TSHE-H-08N-b,,,2013,0,0,0,0,0,96,RINGWIDTH,1,NotAFile,2/7/14 17:07,                   ,,1831 9727 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1578.0000 6329.0000 1650.0000 282.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,127.9721,1.31,1.307,1.27,1.447,1.532,1.199,1.536,2.049,1.922,1.691,2.062,2.007,2.179,2.391,2.619,4.161,3.68,3.047,2.941,2.703,2.497,3.365,2.725,2.582,1.597,2.868,2.897,2.326,1.586,2.095,2.897,2.218,2.045,1.479,0.74,1.246,1.141,1.363,0.965,0.734,0.77,1.03,1.319,1.267,1.765,1.186,0.888,1.141,0.95,1.036,0.845,0.569,0.82,0.803,0.718,0.57,0.865,0.296,0.909,0.755,0.846,1.183,1.052,0.929,1.056,1.076,1.288,0.996,0.707,0.535,1.012,1.419,1.569,0.694,0.983,0.961,1.549,0.137,1.106,0.4,0.485,0.713,0.876,0.337,0.175,0.199,0.476,0.301,0.154,0.295,0.156,0.277,0.289,0.177,0.378,0.262,,,,,,,,
MT,TSHE,H,09C,A,09C-A,MT-TSHE-H-09C-A,,,2013,0,0,0,0,0,101,RINGWIDTH,1,NotAFile,2/7/14 17:19,                   ,,374 9983 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],224.0000 5235.0000 159.0000 421.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,101.8803,0.853,0.74,0.804,1.016,0.783,0.739,1.03,0.99,0.842,0.926,1.157,0.972,0.845,1.01,1.074,1.286,1.053,0.631,0.947,1.01,0.881,1.259,0.857,1.28,0.482,1.238,1.094,1.12,0.76,1.181,0.928,0.782,1.1,1.079,1.205,1.373,1.521,1.311,1.016,0.677,1.1,1.185,1.629,1.799,1.246,1.56,1.386,1.073,0.418,1.024,1.162,1.037,1.375,1.331,1.157,1.108,1.181,1.164,1.69,1.5,1.458,1.385,0.983,1.426,1.325,1.118,0.928,1.202,1.328,1.353,1.394,1.264,1.121,0.91,0.798,0.941,1.353,0.957,0.577,0.704,0.727,1.424,1.016,1.251,1.142,1.275,1.608,0.869,0.096,0.498,0.394,0.214,0.353,0.43,0.277,0.142,0.337,0.126,0.127,0.145,0.403,,,
MT,TSHE,H,09C,B,09C-B,MT-TSHE-H-09C-B,,,2013,0,0,0,0,0,103,RINGWIDTH,1,NotAFile,2/7/14 17:19,                   ,,374 9983 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],225.0000 5242.0000 229.0000 9937.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,99.3528,0.886,0.821,0.972,0.84,0.719,0.635,0.614,0.719,0.783,0.548,0.739,0.375,0.529,0.613,0.697,0.821,0.749,0.855,1.714,1.226,1.072,0.8,0.821,0.632,1.096,1.057,0.948,1.18,0.842,1.227,1.245,1.203,1.227,0.42,1.047,1.118,1.137,1.091,0.647,0.777,1.239,1.071,1.327,1.39,1.011,1.011,1.243,1.411,0.821,1.516,1.506,1.151,1.428,1.195,1.089,1.018,1.267,0.893,1.329,1.121,1.08,0.935,0.872,0.942,1.253,1.028,1.063,1.124,0.899,0.922,1.13,1.198,1.036,0.981,0.899,1.259,1.645,1.39,1.199,1.357,1.192,1.101,1.077,1.36,1.27,1.549,1.351,0.417,0.212,0.998,0.998,0.424,0.091,0.531,0.399,0.358,0.235,0.434,0.408,0.329,0.13,0.181,0.216,
MT,TSHE,H,06N,A,06N-A,MT-TSHE-H-06N-A,,,2013,0,0,0,0,0,97,RINGWIDTH,1,NotAFile,2/7/14 17:27,                   ,,1831 8093 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],174.0000 6644.0000 191.0000 525.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,129.4872,1.507,1.904,1.354,1.89,1.495,1.036,1.944,2.68,2.434,2.43,2.674,2.357,2.365,2.006,2.231,2.478,1.474,1.265,0.992,1.369,0.917,1.67,1.453,1.596,0.634,2.79,3.276,2.899,1.817,2.475,3.452,3.262,2.429,1.549,1.027,1.634,1.211,1.359,0.807,1.129,1.136,1.511,1.608,1.157,1.983,1.574,1.029,1.554,1.053,1.116,1.076,1.036,0.779,0.771,0.693,0.609,0.846,0.549,0.928,0.992,0.612,1.117,1.751,1.39,1.051,1.071,0.879,1.026,0.756,0.83,0.682,0.826,0.702,0.454,0.578,0.858,0.863,0.944,0.46,0.507,0.993,0.823,1.14,1.036,0.992,0.827,0.334,0.209,0.473,0.568,0.397,0.703,0.677,0.667,0.504,1.029,0.443,,,,,,,
MT,TSHE,H,06N,B,06N-B,MT-TSHE-H-06N-B,,,2013,0,0,0,0,0,85,RINGWIDTH,1,NotAFile,2/7/14 17:27,                   ,,1831 8093 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1567.0000 6034.0000 1645.0000 386.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,119.531,1.028,1.162,0.97,0.873,1.06,0.897,1.488,1.559,1.341,1.389,1.448,1.594,1.335,1.202,1.142,2.33,2.245,1.915,2.073,1.628,0.973,1.866,1.206,0.698,0.359,1.203,1.07,1.462,1.205,2.14,3.03,2.387,1.862,1.246,0.947,1.578,1.387,1.552,0.866,0.953,1.04,1.254,1.534,1.052,1.541,1.645,1.458,2.301,1.908,1.843,1.101,0.825,0.989,1.033,1.013,0.932,1.198,0.57,1.501,1.739,1.156,1.247,0.999,0.953,1.362,1.223,1.202,1.379,1.146,0.921,1.07,1.091,1.334,1.272,0.855,0.992,0.707,0.798,0.73,0.889,0.969,1.221,0.72,1.43,0.247,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,08N,B,08N-B,MT-TSHE-H-08N-B,,,2013,0,0,0,0,0,97,RINGWIDTH,1,NotAFile,2/10/14 9:22,                   ,,2205 9786 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1770.0000 6347.0000 1807.0000 166.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,130.801,1.346,1.177,1.386,1.471,1.559,1.205,1.541,2.023,1.963,1.661,2.106,1.991,2.175,2.354,2.634,4.13,3.646,3.059,2.911,2.741,2.489,3.404,2.708,2.602,1.65,2.847,2.895,2.284,1.585,2.134,2.861,2.228,2.025,1.478,0.78,1.247,1.137,1.339,0.983,0.754,0.816,0.954,1.287,1.234,1.757,1.234,0.863,1.101,0.952,0.951,0.888,0.59,0.8,0.841,0.695,0.571,0.845,0.284,0.852,0.802,0.887,1.206,0.106,0.888,0.95,1.037,1.1,1.248,0.931,0.676,0.566,1.01,1.393,1.633,0.684,1.084,0.961,1.274,0.294,0.137,1.138,0.392,0.461,0.752,0.875,0.55,0.222,0.547,0.304,0.23,0.135,0.298,0.227,0.36,0.234,0.338,0.282,,,,,,,
MT,TSHE,H,08N,A,08N-A,MT-TSHE-H-08N-A,,,2013,0,0,0,0,0,90,RINGWIDTH,1,NotAFile,2/10/14 9:22,                   ,,2205 9786 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],404.0000 7738.0000 460.0000 778.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,146.0915,2.053,1.835,1.823,2.043,2.002,1.387,1.919,2.607,2.426,2.074,2.623,2.21,2.497,2.294,2.588,3.704,3.042,2.389,2.136,2.306,2.053,2.095,1.714,2.073,1.565,2.644,2.644,2.201,1.925,2.433,3.051,1.757,1.729,1.795,1.347,1.663,1.382,1.473,0.897,0.729,0.972,0.992,1.193,1.143,1.696,2.048,0.808,0.927,0.623,0.719,0.845,0.472,0.758,1.03,0.931,1.01,1.368,0.998,2.375,1.85,1.771,2.908,1.8,1.745,2.19,2.582,1.958,1.449,1.219,1.254,1.367,1.187,1.09,0.833,1.113,0.877,0.92,0.283,0.161,0.469,0.387,0.278,0.57,0.407,0.374,0.207,0.181,0.261,0.586,0.328,,,,,,,,,,,,,,
MT,TSHE,H,09N,A,09N-A,MT-TSHE-H-09N-A,,,2013,0,0,0,0,0,69,RINGWIDTH,1,NotAFile,2/10/14 9:35,                   ,,827 10416 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],266.0000 5530.0000 174.0000 322.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,108.3777,1.145,1.042,0.721,0.961,1.118,0.821,1.284,1.595,1.595,0.945,1.457,1.185,1.329,1.339,1.569,1.36,1.13,0.711,0.945,1.242,1.007,0.924,1.025,0.541,0.294,1.709,1.646,1.658,1.179,1.616,2.288,1.784,2.32,1.202,1.541,1.733,1.511,1.742,1.135,1.222,1.847,1.424,1.749,2.075,1.569,1.294,1.472,2.033,0.898,1.811,1.886,1.162,1.349,1.501,1.611,1.378,1.273,0.646,1.449,1.374,1.486,1.466,1.958,1.594,1.609,2.283,1.866,1.017,1.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,09N,B,09N-B,MT-TSHE-H-09N-B,,,2013,0,0,0,0,0,69,RINGWIDTH,1,NotAFile,2/10/14 9:35,                   ,,827 10416 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],268.0000 5478.0000 338.0000 10238.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,100.7391,1.289,1.11,0.822,1.413,1.056,1.078,1.692,2.158,1.989,1.713,1.777,1.248,1.1,1.227,1.481,1.67,1.502,1.247,1.902,1.647,0.846,1.079,0.973,0.488,0.295,1.451,1.051,1.638,1.006,1.45,1.99,1.734,1.811,1.094,0.946,1.661,1.577,1.451,1.153,1.17,1.863,1.375,1.515,1.719,1.833,0.863,0.963,1.506,0.829,1.285,1.452,0.763,0.98,1.04,1.101,0.843,1.159,0.701,1.159,1.049,1.299,0.838,1.124,1.73,2.064,2.156,2.073,1.193,0.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,10C,A,10C-A,MT-TSHE-H-10C-A,,,2013,0,0,0,0,0,63,RINGWIDTH,1,NotAFile,2/10/14 9:48,                   ,,2106 8664 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],348.0000 5748.0000 258.0000 256.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,116.234,1.06,0.906,1.416,1.051,1.072,0.841,0.927,1.267,1.225,1.009,1.535,1.051,0.985,1.399,2.059,2.172,1.572,1.3,1.227,1.581,1.27,1.644,0.998,1.575,0.393,0.988,1.003,1.261,0.977,1.182,1.67,1.236,1.689,1.228,0.934,1.363,1.03,1.207,0.829,0.858,1.289,1.274,1.805,1.655,0.887,0.795,1.089,1.506,1.192,1.283,1.312,0.995,1.306,1.45,1.252,1.809,1.367,1.048,2.111,1.714,3.208,2.999,2.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,10C,B,10C-B,MT-TSHE-H-10C-B,,,2013,0,0,0,0,0,91,RINGWIDTH,1,NotAFile,2/10/14 9:48,                   ,,2106 8664 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1725.0000 7317.0000 1620.0000 1533.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,121.2751,1.533,3.353,1.959,2.033,1.384,0.992,1.621,1.668,1.579,1.222,1.624,1.558,1.452,1.683,1.851,2.249,1.401,1.402,1.448,1.994,2.036,2.042,2.165,2.456,1.136,1.899,2.001,1.658,0.927,1.351,1.921,1.437,1.882,1.227,0.973,1.142,1.227,0.868,0.55,0.656,0.846,0.783,0.994,1.121,0.909,1.008,1.024,1.121,0.952,0.973,0.931,0.741,0.741,0.761,0.823,0.741,1.205,0.889,1.481,1.015,0.93,0.682,0.733,0.528,1.035,0.841,0.508,1.772,1.563,1.518,1.678,1.821,1.278,0.945,1.044,0.799,0.369,0.747,1.177,0.617,0.475,1.047,1.163,0.943,0.756,0.732,0.892,0.609,0.781,1.811,0.199,,,,,,,,,,,,,
MT,TSHE,H,10N,B,10N-B,MT-TSHE-H-10N-B,,,2013,0,0,0,0,0,64,RINGWIDTH,1,NotAFile,2/10/14 10:00,                   ,,2106 8664 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],276.0000 5720.0000 356.0000 282.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,115.0881,0.179,0.29,0.457,0.772,1.18,1.154,1.77,2.192,2.804,3.04,2.376,2.181,2.566,2.773,2.928,3.026,2.433,2.661,2.072,2.395,1.472,2.562,2.977,2.998,1.036,2.225,2.35,2.56,1.574,2.056,2.361,1.751,1.466,0.909,0.666,1.111,0.789,0.925,0.748,0.82,0.956,0.775,1.142,0.982,1.052,1.153,0.885,1.316,0.718,0.722,0.766,0.659,0.657,0.775,0.793,0.658,0.696,0.369,0.571,0.615,1.131,1.966,2.54,1.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,10N,A,10N-A,MT-TSHE-H-10N-A,,,2013,0,0,0,0,0,76,RINGWIDTH,1,NotAFile,2/10/14 10:00,                   ,,2106 8664 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],1676.0000 6760.0000 1670.0000 822.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,125.6565,0.185,0.35,0.575,0.988,1.371,1.53,2.242,1.401,1.644,1.457,1.881,2.443,3.036,2.263,2.114,4.116,3.491,3.724,4.252,3.723,1.481,2.539,2.898,2.518,1.09,2.775,2.412,2.243,1.946,2.322,3.433,2.681,2.654,1.361,1.078,1.354,1.058,1.312,0.781,0.739,0.931,0.952,1.333,1.176,1.206,0.825,1.141,1.414,0.845,0.973,0.843,0.843,0.758,0.779,0.674,0.76,1.015,0.677,1.185,0.635,0.909,0.993,0.759,0.993,1.034,1.289,1.306,1.176,0.692,0.628,0.918,1.3,1.396,1.056,1.808,2.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT,TSHE,H,11N,A,11N-A,MT-TSHE-H-11N-A,,,2013,0,0,0,0,0,91,RINGWIDTH,1,NotAFile,2/10/14 11:40,                   ,,964 12622 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],453.0000 6669.0000 405.0000 504.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,130.464,1.596,2.216,2.52,2.257,1.514,1.185,1.75,1.896,1.682,1.407,1.244,1.017,0.894,0.961,0.868,1.295,1.12,1.326,1.873,2.405,1.698,2.533,1.297,1.514,1.16,2.466,2.634,1.841,1.726,1.714,2.074,1.522,1.963,1.216,1.18,2.238,1.989,1.682,0.845,0.925,1.054,0.925,0.734,0.985,0.818,0.71,0.587,1.425,1.644,1.248,1.619,1.265,1.462,1.671,1.485,1.394,1.789,1.269,2.159,1.425,1.488,1.477,1.404,1.065,0.817,0.692,0.692,1.075,1.031,0.835,1.382,1.818,0.877,0.557,0.466,0.418,0.577,0.676,1.416,1.093,0.543,0.738,0.427,0.82,0.818,0.814,1.293,1.351,1.169,2.153,0.226,,,,,,,,,,,,,
MT,TSHE,H,11N,B,11N-B,MT-TSHE-H-11N-B,,,2013,0,0,0,0,0,88,RINGWIDTH,1,NotAFile,2/10/14 11:40,                   ,,964 12622 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],456.0000 6633.0000 420.0000 12444.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,122.9713,1.143,1.013,1.297,0.917,0.646,1.023,1.255,1.154,1.158,1.585,1.479,1.458,1.541,1.899,3.059,1.59,1.796,1.608,1.645,1.126,1.069,0.954,2.032,2.842,1.498,1.159,1.047,0.837,0.846,0.566,1.053,0.57,0.456,1.183,0.958,1.003,0.678,0.879,1.134,0.741,0.891,0.922,1.208,1.164,0.984,1.625,1.238,0.821,0.737,0.505,0.695,0.759,0.57,0.696,1.077,1.702,1.006,1.015,1.078,1.312,1.14,1.161,1.183,1.29,1.856,1.808,1.868,2.368,1.051,0.841,0.717,0.524,0.689,0.731,0.824,1.158,2.492,3.685,1.943,2.258,1.418,2.326,1.616,1.497,1.076,2.065,3.539,0.578,,,,,,,,,,,,,,,,
MT,TSHE,H,11C,A,11C-A,MT-TSHE-H-11C-A,,,2013,0,0,0,0,0,93,RINGWIDTH,1,NotAFile,2/10/14 12:00,                   ,,964 13685 8 RGB,Intr 0.021101 0.021161 N,EPSON EPSON Flatbed Scanner EPSON Perfection V700/V750 1.8 V3.24 3.24,0.0 [0],552.0000 5403.0000 567.0000 216.0000  1.0000,Tg A Int Y,50%,N F Acq,12 1.2922 Lin 1.00,0.1630 0.3580 0.5650 0.7595 0.9735 1.1605 1.3575 1.5370 1.7370 1.9300 2.1280 2.3400 ,22 41 67 92 117 137 155 171 184 195 204 211 ,0.2106 0.4626 0.7301 0.9814 1.2580 1.4996 1.7542 1.9861 2.2446 2.4939 2.7498 3.0237 ,0,0,0,0,0,0,108.823,0.66,1.127,1.294,0.856,0.651,0.798,1.177,1.135,0.713,1.117,0.801,0.675,0.549,0.761,1.248,0.825,1.079,0.656,0.751,0.772,0.803,0.465,0.846,0.222,0.582,0.528,0.776,0.409,0.466,0.508,0.508,0.624,0.371,0.593,0.656,0.74,0.823,0.879,0.792,1.155,0.987,1.008,0.609,0.674,0.549,0.591,0.737,0.779,0.672,0.649,0.605,0.588,0.781,0.549,0.486,0.824,2.722,1.312,1.192,1.03,1.312,1.798,1.815,1.141,0.95,1.118,0.993,0.804,1.1,0.91,1.27,1.1,1.608,1.967,1.501,1.413,1.478,1.143,1.199,1.425,1.651,1.548,1.669,3.225,2.782,2.829,1.568,1.846,1.123,1.275,1.264,3.366,4.062,,,,,,,,,,,
