State,Species,Band,Pair,Comp,Tag,Lat,Lon,Elevation
MT,PSME,M,9,N,PSME-M-9N,48.61631,113.85376,1432
MT,PSME,M,10,C,PSME-M-10C,48.61554,113.85356,1439
MT,PSME,M,10,N,PSME-M-10N,48.61557,113.85373,1437
MT,PSME,M,11,C,PSME-M-11C,48.61473,113.8536,1427
MT,PSME,M,11,N,PSME-M-11N,48.61474,113.85351,1426
MT,PSME,M,12,C,PSME-M-12C,48.61414,113.85316,1411
MT,PSME,M,12,N,PSME-M-12N,48.61429,113.8532,1411
MT,PSME,M,13,C,PSME-M-13C,48.6143,113.85265,1427
MT,PSME,M,13,N,PSME-M-13N,48.61436,113.85262,1428
MT,TSHE,H,1,C,TSHE-H-1C,48.61291,113.85558,1276
MT,TSHE,H,1,N,TSHE-H-1N,48.61303,113.85564,1276
MT,TSHE,H,2,C,TSHE-H-2C,48.61238,113.85493,1299
MT,TSHE,H,2,N,TSHE-H-2N,48.6121,113.85477,1297
MT,TSHE,H,3,C,TSHE-H-3C,48.61185,113.85517,1278
MT,TSHE,H,3,N,TSHE-H-3N,48.61188,113.85547,1271
MT,TSHE,H,4,C,TSHE-H-4C,48.61488,113.85588,1343
MT,TSHE,H,4,N,TSHE-H-4N,48.61481,113.8561,1337
MT,TSHE,H,5,C,TSHE-H-5C,48.61552,113.85622,1328
MT,TSHE,H,5,N,TSHE-H-5N,48.6157,113.85623,1330
MT,TSHE,H,6,C,TSHE-H-6C,48.61678,113.85628,1319
MT,TSHE,H,6,N,TSHE-H-6N,48.61674,113.85635,1318
MT,TSHE,H,7,C,TSHE-H-7C,48.61696,113.85564,1341
MT,TSHE,H,7,N,TSHE-H-7N,48.61684,113.8555,1359
MT,TSHE,H,8,C,TSHE-H-8C,48.61755,113.85606,1320
MT,TSHE,H,8,N,TSHE-H-8N,48.61773,113.8559,1316
MT,TSHE,H,9,C,TSHE-H-9C,48.61716,113.85732,1279
MT,TSHE,H,9,N,TSHE-H-9N,48.61707,113.85746,1278
MT,TSHE,H,10,C,TSHE-H-10C,48.61634,113.85709,1292
MT,TSHE,H,10,N,TSHE-H-10N,48.61621,113.85767,1281
MT,TSHE,H,11,C,TSHE-H-11C,48.61556,113.85729,1292
MT,TSHE,H,11,N,TSHE-H-11N,48.61569,113.85715,1296
MT,TSHE,H,12,C,TSHE-H-12C,48.61217,113.85657,1260
MT,TSHE,H,12,N,TSHE-H-12N,48.61233,113.85647,1262
MT,TSHE,H,13,C,TSHE-H-13C,48.61332,113.85719,1265
MT,TSHE,H,13,N,TSHE-H-13N,48.61309,113.85719,1258
MT,TSHE,L,1,C,TSHE-L-1C,48.61747,113.87187,1014
MT,TSHE,L,1,N,TSHE-L-1N,48.61736,113.87234,1012
MT,TSHE,L,2,C,TSHE-L-2C,48.61751,113.87093,1020
MT,TSHE,L,2,N,TSHE-L-2N,48.61739,113.8704,1021
MT,TSHE,L,3,C,TSHE-L-3C,48.61808,113.87044,1020
MT,TSHE,L,3,N,TSHE-L-3N,48.61787,113.87095,1024
MT,TSHE,L,4,C,TSHE-L-4C,48.61856,113.87042,1019
MT,TSHE,L,4,N,TSHE-L-4N,48.61868,113.87055,1018
MT,TSHE,L,5,C,TSHE-L-5C,48.61999,113.87157,1011
MT,TSHE,L,5,N,TSHE-L-5N,48.6201,113.87188,1011
MT,TSHE,L,6,C,TSHE-L-6C,48.61972,113.87033,1017
MT,TSHE,L,6,N,TSHE-L-6N,48.61968,113.87047,1017
MT,TSHE,L,7,C,TSHE-L-7C,48.62117,113.86908,1016
MT,TSHE,L,7,N,TSHE-L-7N,48.62116,113.86946,1015
MT,TSHE,L,8,C,TSHE-L-8C,48.62159,113.86859,1018
MT,TSHE,L,8,N,TSHE-L-8N,48.6217,113.86887,1016
MT,TSHE,L,9,C,TSHE-L-9C,48.62201,113.8679,1029
MT,TSHE,L,9,N,TSHE-L-9N,48.6221,113.86813,1028
MT,TSHE,L,10,C,TSHE-L-10C,48.62262,113.86648,1033
MT,TSHE,L,10,N,TSHE-L-10N,48.62271,113.86676,1028
MT,TSHE,L,11,C,TSHE-L-11C,48.61488,113.86877,1044
MT,TSHE,L,11,N,TSHE-L-11N,48.61484,113.86906,1042
MT,TSHE,L,12,C,TSHE-L-12C,48.61548,113.86823,1053
MT,TSHE,L,12,N,TSHE-L-12N,48.6156,113.86829,1046
MT,TSHE,L,13,C,TSHE-L-13C,48.61645,113.86935,1036
MT,TSHE,L,13,N,TSHE-L-13N,48.61623,113.86898,1045
MT,TSHE,M,1,C,TSHE-M-1C,48.6115,113.86186,1178
MT,TSHE,M,1,N,TSHE-M-1N,48.61143,113.86184,1176
MT,TSHE,M,2,C,TSHE-M-2C,48.61193,113.86118,1198
MT,TSHE,M,2,N,TSHE-M-2N,48.61204,113.86131,1195
MT,TSHE,M,3,C,TSHE-M-3C,48.61237,113.86136,1195
MT,TSHE,M,3,N,TSHE-M-3N,48.61249,113.86126,1197
MT,TSHE,M,4,C,TSHE-M-4C,48.61312,113.86176,1187
MT,TSHE,M,4,N,TSHE-M-4N,48.61325,113.86175,1188
MT,TSHE,M,5,C,TSHE-M-5C,48.61369,113.86155,1174
MT,TSHE,M,5,N,TSHE-M-5N,48.61394,113.86124,1173
MT,TSHE,M,6,C,TSHE-M-6C,48.61449,113.86097,1180
MT,TSHE,M,6,N,TSHE-M-6N,48.61442,113.86102,1180
MT,TSHE,M,7,C,TSHE-M-7C,48.61554,113.86086,1184
MT,TSHE,M,7,N,TSHE-M-7N,48.61541,113.86075,1186
MT,TSHE,M,8,C,TSHE-M-8C,48.61674,113.86166,1159
MT,TSHE,M,8,N,TSHE-M-8N,48.61656,113.86164,1160
MT,TSHE,M,9,C,TSHE-M-9C,48.61646,113.86273,1140
MT,TSHE,M,9,N,TSHE-M-9N,48.6166,113.86259,1140
MT,TSHE,M,10,C,TSHE-M-10C,48.61585,113.86316,1119
MT,TSHE,M,10,N,TSHE-M-10N,48.61593,113.86311,1119
MT,TSHE,M,11,C,TSHE-M-11C,48.615,113.86372,1122
MT,TSHE,M,11,N,TSHE-M-11N,48.61505,113.863367,1123
MT,TSHE,M,12,C,TSHE-M-12C,48.61273,113.86392,1133
MT,TSHE,M,12,N,TSHE-M-12N,48.61281,113.86378,1135
MT,TSHE,M,13,C,TSHE-M-13C,48.61281,113.8627,1161
MT,TSHE,M,13,N,TSHE-M-13N,48.61284,113.86247,1165
WA,ABLA,H,1,C,ABLA-H-1C,48.00011,123.55923,1530
WA,ABLA,H,1,N,ABLA-H-1N,47.99999,123.55945,1527
WA,ABLA,H,2,C,ABLA-H-2C,48.00003,123.55975,1531
WA,ABLA,H,2,N,ABLA-H-2N,48.00003,123.5597,1535
WA,ABLA,H,3,C,ABLA-H-3C,47.99982,123.55999,1516
WA,ABLA,H,3,N,ABLA-H-3N,47.99982,123.55999,1516
WA,ABLA,H,4,C,ABLA-H-4C,48.0004,123.56,1508
WA,ABLA,H,4,N,ABLA-H-4N,48.00028,123.55992,1517
WA,ABLA,H,5,C,ABLA-H-5C,48.00025,123.56086,1502
WA,ABLA,H,5,N,ABLA-H-5N,48.00023,123.56109,1500
WA,ABLA,H,6,C,ABLA-H-6C,48.00043,123.56159,1492
WA,ABLA,H,6,N,ABLA-H-6N,48.00052,123.56149,1494
WA,ABLA,H,7,C,ABLA-H-7C,48.00007,123.56178,1505
WA,ABLA,H,7,N,ABLA-H-7N,47.99999,123.56171,1505
WA,ABLA,H,8,C,ABLA-H-8C,48.00024,123.5621,1492
WA,ABLA,H,8,N,ABLA-H-8N,48.00023,123.562,1502
WA,ABLA,H,9,C,ABLA-H-9C,47.99995,123.56249,1491
WA,ABLA,H,9,N,ABLA-H-9N,48.00002,123.56252,1501
WA,ABLA,H,10,C,ABLA-H-10C,48.00023,123.56293,1485
WA,ABLA,H,10,N,ABLA-H-10N,48.00017,123.56303,1479
WA,ABLA,L,1,C,ABLA-L-1C,48.00108,123.57018,1278
WA,ABLA,L,1,N,ABLA-L-1N,48.00136,123.57037,1277
WA,ABLA,L,2,C,ABLA-L-2C,48.0014,123.56976,1268
WA,ABLA,L,2,N,ABLA-L-2N,48.00162,123.56984,1276
WA,ABLA,L,3,C,ABLA-L-3C,48.00136,123.57028,1257
WA,ABLA,L,3,N,ABLA-L-3N,48.00162,123.57038,1251
WA,ABLA,L,4,C,ABLA-L-4C,48.00114,123.57096,1263
WA,ABLA,L,4,N,ABLA-L-4N,48.00135,123.57092,1256
WA,ABLA,L,5,C,ABLA-L-5C,48.0016,123.57083,1249
WA,ABLA,L,5,N,ABLA-L-5N,48.00158,123.57079,1249
WA,ABLA,L,6,C,ABLA-L-6C,48.00148,123.57136,1241
WA,ABLA,L,6,N,ABLA-L-6N,48.00149,123.57117,1250
WA,ABLA,L,7,C,ABLA-L-7C,48.00175,123.57137,1219
WA,ABLA,L,7,N,ABLA-L-7N,48.00182,123.5714,1224
WA,ABLA,L,8,C,ABLA-L-8C,48.00183,123.57113,1230
WA,ABLA,L,8,N,ABLA-L-8N,48.00183,123.57113,1230
WA,ABLA,L,9,C,ABLA-L-9C,48.00197,123.57153,1209
WA,ABLA,L,9,N,ABLA-L-9N,48.00197,123.57153,1219
WA,ABLA,L,10,C,ABLA-L-10C,48.00166,123.56954,1273
WA,ABLA,L,10,N,ABLA-L-10N,48.00172,123.5694,1279
WA,ABLA,M,1,C,ABLA-M-1C,47.99939,123.5658,1399
WA,ABLA,M,1,N,ABLA-M-1N,47.99939,123.5658,1399
WA,ABLA,M,2,C,ABLA-M-2C,48.00047,123.56516,1420
WA,ABLA,M,2,N,ABLA-M-2N,48.00048,123.56525,1412
WA,ABLA,M,3,C,ABLA-M-3C,48.00069,123.56499,1406
WA,ABLA,M,3,N,ABLA-M-3N,48.00077,123.56477,1416
WA,ABLA,M,4,C,ABLA-M-4C,48.00065,123.56538,1403
WA,ABLA,M,4,N,ABLA-M-4N,48.00076,123.565,1410
WA,ABLA,M,5,C,ABLA-M-5C,48.00117,123.56503,1396
WA,ABLA,M,5,N,ABLA-M-5N,48.00125,123.56506,1391
WA,ABLA,M,6,C,ABLA-M-6C,48.0009,123.56561,1387
WA,ABLA,M,6,N,ABLA-M-6N,48.00096,123.56544,1386
WA,ABLA,M,7,C,ABLA-M-7C,48.00075,123.56625,1396
WA,ABLA,M,7,N,ABLA-M-7N,48.00074,123.56638,1384
WA,ABLA,M,8,C,ABLA-M-8C,48.00083,123.56697,1380
WA,ABLA,M,8,N,ABLA-M-8N,48.00075,123.56712,1379
WA,ABLA,M,9,C,ABLA-M-9C,48.00113,123.56666,1364
WA,ABLA,M,9,N,ABLA-M-9N,48.00133,123.56658,1385
WA,ABLA,M,10,C,ABLA-M-10C,48.00074,123.56767,1367
WA,ABLA,M,10,N,ABLA-M-10N,48.00068,123.56767,1373
WA,PSME,H,1,C,PSME-H-1C,47.99953,123.5685,1336
WA,PSME,H,1,N,PSME-H-1N,47.9996,123.56859,1321
WA,PSME,H,2,C,PSME-H-2C,48.00018,123.56881,1316
WA,PSME,H,2,N,PSME-H-2N,48.00005,123.56897,1327
WA,PSME,H,3,C,PSME-H-3C,48.00047,123.56854,1340
WA,PSME,H,3,N,PSME-H-3N,48.00032,123.56854,1349
WA,PSME,H,4,C,PSME-H-4C,48.00082,123.56894,1331
WA,PSME,H,4,N,PSME-H-4N,48.00083,123.56874,1335
WA,PSME,H,5,C,PSME-H-5C,48.00048,123.56918,1325
WA,PSME,H,5,N,PSME-H-5N,48.0004,123.56955,1314
WA,PSME,H,6,C,PSME-H-6C,48.00084,123.56982,1294
WA,PSME,H,6,N,PSME-H-6N,48.00091,123.56958,1294
WA,PSME,H,7,C,PSME-H-7C,48.00067,123.57013,1304
WA,PSME,H,7,N,PSME-H-7N,48.00049,123.57056,1274
WA,PSME,H,8,C,PSME-H-8C,48.00089,123.57102,1265
WA,PSME,H,8,N,PSME-H-8N,48.00098,123.57141,1245
WA,PSME,H,9,C,PSME-H-9C,48.00014,123.57099,1256
WA,PSME,H,9,N,PSME-H-9N,48.00016,123.57084,1262
WA,PSME,H,10,C,PSME-H-10C,47.99962,123.57014,1270
WA,PSME,H,10,N,PSME-H-10N,47.99963,123.57039,1267
WA,PSME,H,11,C,PSME-H-11C,47.99899,123.57011,1269
WA,PSME,H,11,N,PSME-H-11N,47.99928,123.56996,1264
WA,PSME,L,1,C,PSME-L-1C,48.00915,123.58504,418
WA,PSME,L,1,N,PSME-L-1N,48.00897,123.58531,393
WA,PSME,L,2,C,PSME-L-2C,48.00909,123.58617,343
WA,PSME,L,2,N,PSME-L-2N,48.00912,123.58607,340
WA,PSME,L,3,C,PSME-L-3C,48.00794,123.58636,362
WA,PSME,L,3,N,PSME-L-3N,48.00838,123.58624,356
WA,PSME,L,4,C,PSME-L-4C,48.0076,123.58714,339
WA,PSME,L,4,N,PSME-L-4N,48.00737,123.58765,349
WA,PSME,L,5,C,PSME-L-5C,48.00703,123.58795,354
WA,PSME,L,5,N,PSME-L-5N,48.00708,123.58768,361
WA,PSME,L,6,C,PSME-L-6C,48.00635,123.58754,352
WA,PSME,L,6,N,PSME-L-6N,48.00653,123.58746,363
WA,PSME,L,7,C,PSME-L-7C,48.00626,123.58686,400
WA,PSME,L,7,N,PSME-L-7N,48.00605,123.58665,413
WA,PSME,L,8,C,PSME-L-8C,48.00643,123.58542,473
WA,PSME,L,8,N,PSME-L-8N,48.00635,123.58516,440
WA,PSME,L,9,C,PSME-L-9C,48.00771,123.58482,449
WA,PSME,L,9,N,PSME-L-9N,48.00761,123.58452,438
WA,PSME,L,10,C,PSME-L-10C,48.00859,123.58417,420
WA,PSME,L,10,N,PSME-L-10N,48.00825,123.58419,440
WA,PSME,L,11,C,PSME-L-11C,48.00909,123.5833,438
WA,PSME,L,11,N,PSME-L-11N,48.00895,123.5836,431
WA,PSME,M,1,C,PSME-M-1C,47.99612,123.5811,903
WA,PSME,M,1,N,PSME-M-1N,47.99635,123.58125,896
WA,PSME,M,2,C,PSME-M-2C,47.99648,123.58179,868
WA,PSME,M,2,N,PSME-M-2N,47.99649,123.58147,867
WA,PSME,M,3,C,PSME-M-3C,47.99688,123.58154,871
WA,PSME,M,3,N,PSME-M-3N,47.99689,123.58172,865
WA,PSME,M,4,C,PSME-M-4C,47.99724,123.58141,883
WA,PSME,M,4,N,PSME-M-4N,47.99732,123.58126,869
WA,PSME,M,5,C,PSME-M-5C,47.99783,123.5808,866
WA,PSME,M,5,N,PSME-M-5N,47.99771,123.58082,872
WA,PSME,M,6,C,PSME-M-6C,47.99841,123.58051,868
WA,PSME,M,6,N,PSME-M-6N,47.99844,123.58032,874
WA,PSME,M,7,C,PSME-M-7C,47.99809,123.58144,825
WA,PSME,M,7,N,PSME-M-7N,47.99844,123.58137,839
WA,PSME,M,8,C,PSME-M-8C,47.99737,123.58207,838
WA,PSME,M,8,N,PSME-M-8N,47.99747,123.58192,831
WA,PSME,M,9,C,PSME-M-9C,47.99704,123.58291,814
WA,PSME,M,9,N,PSME-M-9N,47.99706,123.58271,826
WA,PSME,M,10,C,PSME-M-10C,47.9964,123.58252,849
WA,PSME,M,10,N,PSME-M-10N,47.99664,123.58267,837
WA,PSME,M,11,C,PSME-M-11C,47.99585,123.58215,846
WA,PSME,M,11,N,PSME-M-11N,47.99588,123.58222,851
WA,TSHE,H,1,C,TSHE-H-1C,48.00558,123.58382,557
WA,TSHE,H,1,N,TSHE-H-1N,48.00535,123.58405,534
WA,TSHE,H,2,C,TSHE-H-2C,48.00549,123.58338,573
WA,TSHE,H,2,N,TSHE-H-2N,48.00543,123.58295,575
WA,TSHE,H,3,C,TSHE-H-3C,48.00621,123.58265,562
WA,TSHE,H,3,N,TSHE-H-3N,48.00622,123.58243,572
WA,TSHE,H,4,C,TSHE-H-4C,48.00658,123.58181,586
WA,TSHE,H,4,N,TSHE-H-4N,48.00648,123.58201,570
WA,TSHE,H,5,C,TSHE-H-5C,48.00714,123.58012,583
WA,TSHE,H,5,N,TSHE-H-5N,48.00711,123.58005,583
WA,TSHE,H,6,C,TSHE-H-6C,48.00794,123.58108,519
WA,TSHE,H,6,N,TSHE-H-6N,48.00815,123.58086,540
WA,TSHE,H,7,C,TSHE-H-7C,48.00788,123.58128,563
WA,TSHE,H,7,N,TSHE-H-7N,48.00789,123.58134,503
WA,TSHE,H,8,C,TSHE-H-8C,48.007,123.58105,571
WA,TSHE,H,8,N,TSHE-H-8N,48.0072,123.58102,598
WA,TSHE,H,9,C,TSHE-H-9C,48.00743,123.5817,536
WA,TSHE,H,9,N,TSHE-H-9N,48.00747,123.58192,538
WA,TSHE,H,10,C,TSHE-H-10C,48.00679,123.58242,534
WA,TSHE,H,10,N,TSHE-H-10N,48.00686,123.5826,550
WA,TSHE,H,11,C,TSHE-H-11C,48.00661,123.58314,500
WA,TSHE,H,11,N,TSHE-H-11N,48.00652,123.58321,518
WA,TSHE,H,12,C,TSHE-H-12C,48.00616,123.58356,531
WA,TSHE,H,12,N,TSHE-H-12N,48.00603,123.5836,508
WA,TSHE,M,1,C,TSHE-M-1C,48.01104,123.58791,193
WA,TSHE,M,1,N,TSHE-M-1N,48.01093,123.58809,182
WA,TSHE,M,2,C,TSHE-M-2C,48.01064,123.58785,200
WA,TSHE,M,2,N,TSHE-M-2N,48.01049,123.58769,232
WA,TSHE,M,3,C,TSHE-M-3C,48.01065,123.58708,255
WA,TSHE,M,3,N,TSHE-M-3N,48.01076,123.58731,243
WA,TSHE,M,4,C,TSHE-M-4C,48.01098,123.58734,212
WA,TSHE,M,4,N,TSHE-M-4N,48.01105,123.58739,211
WA,TSHE,M,5,C,TSHE-M-5C,48.01191,123.5869,183
WA,TSHE,M,5,N,TSHE-M-5N,48.0121,123.58678,226
WA,TSHE,M,6,C,TSHE-M-6C,48.01077,123.58887,190
WA,TSHE,M,6,N,TSHE-M-6N,48.01049,123.58902,191
WA,TSHE,M,7,C,TSHE-M-7C,48.00979,123.58914,179
WA,TSHE,M,7,N,TSHE-M-7N,48.01012,123.58893,188
WA,TSHE,M,8,C,TSHE-M-8C,48.0099,123.58762,256
WA,TSHE,M,8,N,TSHE-M-8N,48.00986,123.58807,236
WA,TSHE,M,9,C,TSHE-M-9C,48.00928,123.58865,232
WA,TSHE,M,9,N,TSHE-M-9N,48.00935,123.5885,245
WA,TSHE,M,10,C,TSHE-M-10C,48.00957,123.58766,267
WA,TSHE,M,10,N,TSHE-M-10N,48.00957,123.58752,285
WA,TSHE,M,11,C,TSHE-M-11C,48.00867,123.58953,231
WA,TSHE,M,11,N,TSHE-M-11N,48.00865,123.5896,233
